V1,V2,V3,V4,V5
0.5974766299599107,0.8245498045942834,0.825015997493875,0.8242542695092668,0.8246695373067012
0.5930303029354262,0.8226117582512703,0.8230831007800321,0.8223129586461464,0.822732813547256
249.8192062124716,238.86229159525888,242.9358458354927,240.4854044287826,243.3239546954699
1.0872224987807982e-34,1.2788087331240402e-32,2.1809593503901958e-33,6.323619196480184e-33,1.842299314339366e-33
2.4885188683767607,1.7335900662027621,1.7373581584865638,1.7238277166797484,1.7227150084558442
3078,3078,3078,3078,3078
3113,3113,3113,3113,3113
