V1,V2,V3,V4,V5
0.5686623864386067,0.8010637064902636,0.8016613858644562,0.8006559226064004,0.8011724217260262
0.5638477183949142,0.798843143791862,0.7994474945707568,0.7984308081509236,0.7989530725266449
257.84671103450154,230.2794864421196,234.5693499721338,231.87724035102232,234.9303259183498
3.243381428706185e-36,5.2325860162361725e-31,8.207089373521243e-32,2.626289615835269e-31,7.020793861064066e-32
2.461703986916201,1.7224432376792416,1.7260898134127545,1.712708609367257,1.7114825716542656
3046,3046,3046,3046,3046
3081,3081,3081,3081,3081
