"","X1","X2","X3","X4","X5"
"r.squared",0.205672754329627,0.0378127395413863,0.0383863503706788,0.037652614604792,0.0382687589496831
"adj.r.squared",0.105096067108055,-0.0840181653799923,-0.0833719246903,-0.0841985651287018,-0.0835044053847454
"statistic",20.7639519971474,3.15145603003167,3.20117130335744,3.13758846507113,3.19097473566961
"p.value",1.24781322420253e-85,1.5609697174332e-07,9.98434095707782e-08,1.76744350733283e-07,1.09447844314342e-07
"deviance",0.528068978847486,1.22143836858282,1.22201234996028,1.22538991782151,1.22517394483689
"df.residual",2085,2085,2085,2085,2085
"nobs",2350,2350,2350,2350,2350
