X1,X2,X3,X4,X5
0.08199634674168484,0.03662087981633423,0.037033941298766346,0.03729448593886478,0.03693306173548996
-0.03912210659155124,-0.09048426687456468,-0.09001670738691647,-0.08972178732388691,-0.09013089667574081
8.101349731097539,3.4477743286653917,3.4881587418858833,3.513649631428422,3.4782926983720253
1.8210037981813626e-33,8.83238288427517e-10,5.743035844203319e-10,4.373258209161955e-10,6.380758347085636e-10
2.034640510197038,1.5083440926900114,1.5141420164413615,1.4971830231207126,1.4985361293838204
2721,2721,2721,2721,2721
3081,3081,3081,3081,3081
