Estimate,Std..Error,t.value,Pr...t..,Estimate.1,Std..Error.1,t.value.1,Pr...t...1,Estimate.2,Std..Error.2,t.value.2,Pr...t...2,Estimate.3,Std..Error.3,t.value.3,Pr...t...3,Estimate.4,Std..Error.4,t.value.4,Pr...t...4
0.4323425602953828,0.011787096686240487,36.67930889207622,9.397735477930716e-241,0.9279067751609655,0.0144296713986481,64.30546819298326,0,0.9249736460394419,0.014366242475385645,64.38521747243529,0,0.9278798312220201,0.01443202040762577,64.29313464189224,0,0.924881482445359,0.01437391662147471,64.34443073529319,0
-0.006219240697101752,0.004960450683442866,-1.2537652511818154,0.21003231126142463,-0.03965434984056156,0.00934379148075815,-4.243924955112979,2.2680332028862354e-5,-0.03927563889006154,0.009292277219428881,-4.226696854022128,2.4475647226101115e-5,-0.03968752475106292,0.00934568832064483,-4.246613346113021,2.241174787851608e-5,-0.039340555825742134,0.009296954104173309,-4.2315531931132755,2.3956332174055632e-5
-0.009261226516270983,0.003704899779720407,-2.4997238972466587,0.012485979843242527,-0.03358155009508491,0.006612973986489089,-5.078131286119541,4.062391755289857e-7,-0.03297642433191298,0.00657594911433737,-5.014701871706298,5.643988833463832e-7,-0.033594228771877725,0.00661549575651116,-5.078112058164851,4.062799036125726e-7,-0.03299978267804147,0.006580115128663453,-5.015076793153975,5.633092457253747e-7
-0.004636143968018777,0.003892181597744434,-1.1911427695731047,0.2336987926402735,-0.04788265430931882,0.006874798576177142,-6.96495377700867,4.080602126023265e-12,-0.04718513689625961,0.006839730828202653,-6.898683308076751,6.468111493436621e-12,-0.047895765956663686,0.006877774471367528,-6.9638465401934635,4.112266894283557e-12,-0.04720898514325383,0.0068443039416365955,-6.897558253668863,6.518661268840537e-12
-0.0014193921214221779,0.01050714391045008,-0.1350882916917598,0.8925518048423945,-0.054374795203193035,0.019066394517822476,-2.851865629464749,0.004378292436470091,-0.053462218078890227,0.019093757568887697,-2.7999841249688946,0.005145657153709964,-0.05437267409330814,0.01907564974024909,-2.8503707519111816,0.004398864490797673,-0.053453314853165346,0.019108297346137282,-2.797387641864955,0.005187078454201535
0.005116543198519415,0.002754218106350461,1.8577116992739569,0.0633151728144916,-0.0018446481888882366,0.002810940511230932,-0.6562387860995504,0.5117245743587516,-0.0015653934927283622,0.0028071376806902723,-0.5576475651680304,0.5771297755496068,-0.0018321933998079558,0.0028119923704940162,-0.6515641432860902,0.5147360119804089,-0.0015567457698445442,0.0028091993271350756,-0.5541599539795456,0.5795137630380567
0.006309606960545078,0.0033587167437408847,1.878576683283372,0.06040643194051324,-6.207905449768893e-4,0.00376121868891761,-0.16505037231843017,0.8689162829635445,-1.5818599416156823e-4,0.003749424505543715,-0.042189406381614614,0.9663507242412585,-6.219507443920727e-4,0.003762082053033042,-0.16532088764269445,0.8687033877934986,-1.629281006868336e-4,0.003751622989802745,-0.04342869769422117,0.9653629073185452
0.0047327991051004294,0.007237253990965196,0.6539495658171919,0.5131981556710634,0.02016705413985101,0.01182149271203563,1.7059651121147033,0.08812579330734804,0.020427767757873045,0.011757425844350718,1.7374353900508168,0.08242061962707473,0.020162503874369856,0.011823975473970684,1.70522206501152,0.08826425454015059,0.020439206969498427,0.011764340636494909,1.7373865311322816,0.08242923917497416
-0.06499851377763861,0.006742179817442671,-9.640578497992767,1.1672551722730135e-21,0.021797456458971586,0.0077169709297594926,2.8246130064987724,0.004767377957424125,0.02041531212185235,0.0077045068929220365,2.649788286984006,0.008099645970702885,0.021849990497098275,0.007719532016202684,2.830481232701268,0.0046810452668981165,0.020465322174839352,0.007709189864420972,2.654665734630532,0.007983770808397465
-0.0017604333964077337,0.007656508159617505,-0.22992640505403436,0.8181658009620075,-0.0015631092828287264,0.007271904770468092,-0.21495183616494323,0.8298205688197418,-0.0020687252043822086,0.0072337644485117,-0.2859818313282008,0.7749132532031289,-0.0015665236395881682,0.0072735472013200735,-0.21537271928390875,0.8294924687130253,-0.002047616536760912,0.007237849266558835,-0.28290400384842934,0.7772713973654444
-1.2941272535217215e-5,1.9418143200243024e-5,-0.6664526263796041,0.5051768989500485,-2.034360641078891e-6,2.0480343470204955e-5,-0.0993323497742361,0.9208815251308278,2.3084783188360095e-7,2.0803031359746624e-5,0.011096836220238847,0.9911469802295414,-2.0399776023665105e-6,2.0478831906579332e-5,-0.09961396292877023,0.9206579596787554,2.1188128300234984e-7,2.0813430035112987e-5,0.010180027157700517,0.9918783810981245
0.004939744633612959,0.001745689592984886,2.8296809773418445,0.004692734538495762,-0.0010024766607793546,0.0020285706388724653,-0.49417882797345347,0.6212187674553946,0.003492346470894676,0.0020038074054655546,1.7428553569414929,0.0814689746192983,-0.0010163372515092325,0.002028959116282689,-0.5009155893546497,0.6164700169631689,0.0034792486659666203,0.002005149304880429,1.7351569070185,0.0828233616321958
-0.07146764131583397,0.014908119733358694,-4.793873579906701,1.721621291693775e-6,0.003189484833015254,0.017976697148068585,0.1774232945431765,0.8591887812222228,0.00206358842516068,0.017932570727163772,0.11507488003573364,0.9083940453510545,0.003177883883912999,0.017982524865780097,0.17672067229893637,0.859740619878636,0.0020779069892424965,0.017943955858059513,0.11579982728887545,0.9078195151183444
2.972920011166354e-4,7.687806600345943e-4,0.38670587928585193,0.6990034328059535,-9.674741847221775e-4,0.001156990987118223,-0.8361985490759226,0.4031147722320876,-9.104463828938221e-4,0.001153225598422249,-0.7894781247827156,0.42989964837767547,-9.680767799887651e-4,0.0011574078848909108,-0.8364179928496074,0.4029913726229841,-9.059438883636282e-4,0.0011539731706275982,-0.7850649490151689,0.43248209829719164
-0.017601364285528727,0.01087358493093145,-1.6187268869771878,0.105618986499242,0.03616890023423652,0.01533695745724916,2.35828392528669,0.018428219375089743,0.03703964490738402,0.015269006123125985,2.425805884725193,0.015337417544965898,0.03618951517222949,0.01534094495832838,2.3590147328299174,0.018392042202604313,0.03712328480484059,0.01527821252267578,2.4298185896905515,0.015169031510623852
